SchoolId,Lat,Lng,FinanceId,SchoolName,Address,Phone,SchoolNetworkName,SchoolType,PARENT_MAX,PARENT_CAND,PARENT_STAT,COMMUNITY_MAX,COMMUNITY_CAND,COMMUNITY_STAT,TEACHER_MAX,TEACHER_CAND,TEACHER_STAT,STUDENT_MAX,STUDENT_CAND,STUDENT_STAT,NONTCHSTAFF_MAX,NONTCHSTAFF_CAND,NONTCHSTAFF_STAT,ADVOCATE_MAX,ADVOCATE_CAND,ADVOCATE_STAT,JROTC_INSTR_MAX,JROTC_INSTR_CAND,JROTC_INSTR_STAT,BUSINESS_MAX,BUSINESS_CAND,BUSINESS_STAT,COMMANDANT_MAX,COMMANDANT_CAND,COMMANDANT_STAT,CADET_CMDR_MAX,CADET_CMDR_CAND,CADET_CMDR_STAT,ED_EXPERT_MAX,ED_EXPERT_CAND,ED_EXPERT_STAT,JudgeApplCt,CandidateCt,QuorumCt,SortNetwork
609807,41.75343,-87.708731,32021,HAMPTON,"3434 W 77th St, Chicago, IL 60652",(773)535-4030,NETWORK 10,ES,6,6,S,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,10,10,NETWORK 10
609808,41.686659,-87.633669,22301,HALEY,"11411 S Eggleston Ave, Chicago, IL 60628",(773)535-5340,NETWORK 13,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,11,11,NETWORK 13
609809,41.930965,-87.696331,22311,BRENTANO,"2723 N Fairfield Ave, Chicago, IL 60647",(773)534-4100,OS4,ES,6,9,C,2,4,C,2,2,S,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,17,11,OS4
609810,41.949115,-87.798632,22321,BRIDGE,"3800 N New England Ave, Chicago, IL 60634",(773)534-3718,NETWORK 1,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,11,11,NETWORK 01
609811,41.699727,-87.562048,22331,BRIGHT,"10740 S Calhoun Ave, Chicago, IL 60617",(773)535-6215,NETWORK 13,ES,6,2,I,2,3,C,2,2,S,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,7,6,NETWORK 13
609812,41.882997,-87.670646,22351,"BROWN, W","54 N Hermitage Ave, Chicago, IL 60612",(773)534-7250,OS4,ES,6,2,I,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,8,7,OS4
609813,41.77162,-87.621783,22361,BROWNELL,"6741 S Michigan Ave, Chicago, IL 60637",(773)535-3030,NETWORK 12,ES,6,11,C,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,16,11,NETWORK 12
609815,41.760847,-87.576112,22371,BOUCHET,"7355 S Jeffery Blvd, Chicago, IL 60649",(773)535-0501,NETWORK 12,ES,6,7,C,2,4,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,11,14,11,NETWORK 12
609817,41.975782,-87.696556,22391,BUDLONG,"2701 W Foster Ave, Chicago, IL 60625",(773)534-2591,NETWORK 2,ES,6,7,C,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,13,11,NETWORK 02
609818,41.917597,-87.782736,22401,BURBANK,"2035 N Mobile Ave, Chicago, IL 60639",(773)534-3000,NETWORK 3,ES,6,9,C,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,14,11,NETWORK 03
609819,41.79676,-87.616104,22411,BURKE,"5356 S King Dr, Chicago, IL 60615",(773)535-1325,OS4,ES,6,4,I,2,1,I,2,1,I,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,7,7,OS4
609820,41.93791,-87.669853,22421,BURLEY,"1630 W Barry Ave, Chicago, IL 60657",(773)534-5475,NETWORK 4,ES,6,8,C,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,14,11,NETWORK 04
609821,41.714402,-87.567094,22432,BURNHAM,"9928 S Crandon Ave, Chicago, IL 60617",(773)535-6530,NETWORK 13,ES,6,6,S,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,12,11,NETWORK 13
609826,41.84545,-87.71489,22461,CASTELLANOS,"2524 S Central Park Ave, Chicago, IL 60623",(773)534-1620,NETWORK 7,ES,6,5,I,2,0,I,2,2,S,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,9,8,NETWORK 07
609827,41.728453,-87.607435,29021,BURNSIDE,"650 E 91st Pl, Chicago, IL 60619",(773)535-3300,NETWORK 12,ES,6,6,S,2,1,I,2,3,C,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,12,10,NETWORK 12
609828,41.912385,-87.668661,22471,BURR,"1621 W Wabansia Ave, Chicago, IL 60622",(773)534-4090,NETWORK 6,ES,6,9,C,2,0,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,12,9,NETWORK 06
609829,41.828869,-87.69242,22481,BURROUGHS,"3542 S Washtenaw Ave, Chicago, IL 60632",(773)535-7226,NETWORK 8,ES,6,6,S,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,11,NETWORK 08
609830,41.897663,-87.765569,22491,BRUNSON,"932 N Central Ave, Chicago, IL 60651",(773)534-6025,NETWORK 3,ES,6,3,I,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,9,8,8,NETWORK 03
609832,41.79503,-87.791581,22501,BYRNE,"5329 S Oak Park Ave, Chicago, IL 60638",(773)535-2170,NETWORK 10,ES,6,6,S,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,10,10,NETWORK 10
609833,41.739227,-87.580692,22511,CALDWELL,"8546 S Cregier, Chicago, IL 60617",(773)535-6300,NETWORK 12,ES,6,2,I,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,6,6,NETWORK 12
609834,41.843699,-87.717282,22521,LITTLE VILLAGE,"2620 S Lawndale Ave, Chicago, IL 60623",(773)534-1880,NETWORK 7,ES,6,11,C,2,5,C,2,5,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,22,11,NETWORK 07
609835,41.903793,-87.71789,22531,CAMERON,"1234 N Monticello Ave, Chicago, IL 60651",(773)534-4290,NETWORK 5,ES,6,9,C,2,2,S,2,2,S,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,15,11,NETWORK 05
609836,41.948008,-87.829259,22541,CANTY,"3740 N Panama Ave, Chicago, IL 60634",(773)534-1238,NETWORK 1,ES,6,7,C,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,13,11,NETWORK 01
609837,41.783341,-87.590795,22551,CARNEGIE,"1414 E 61st Pl, Chicago, IL 60637",(773)535-0530,OS4,ES,6,9,C,2,2,S,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,15,11,OS4
609839,41.742544,-87.696013,22571,CARROLL,"2929 W 83rd St, Chicago, IL 60652",(773)535-9414,NETWORK 10,ES,6,4,I,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,9,10,9,NETWORK 10
609842,41.793273,-87.687763,22601,CARSON,"5516 S Maplewood Ave, Chicago, IL 60629",(773)535-9222,NETWORK 8,ES,6,7,C,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,12,11,NETWORK 08
609844,41.789828,-87.622416,22611,CARTER,"5740 S Michigan Ave, Chicago, IL 60637",(773)535-0860,AUSL,ES,6,5,I,2,0,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,8,8,AUSL
609845,41.65373,-87.599517,22621,"CARVER , G","901 E 133rd Pl, Chicago, IL 60827",(773)535-5674,OS4,ES,6,4,I,2,1,I,2,2,S,0,0,,1,1,S,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,9,8,8,OS4
609848,41.657378,-87.606474,22641,ALDRIDGE,"630 E 131st St, Chicago, IL 60827",(773)535-5614,OS4,ES,6,6,S,2,3,C,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,13,11,OS4
609849,41.687348,-87.703179,22651,CASSELL,"11314 S Spaulding Ave, Chicago, IL 60655",(773)535-2640,NETWORK 10,ES,6,6,S,2,2,S,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,12,11,NETWORK 10
609850,41.952782,-87.650979,22661,GREELEY,"832 W Sheridan Rd, Chicago, IL 60613",(773)534-5800,NETWORK 4,ES,6,8,C,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,13,11,NETWORK 04
609851,41.866463,-87.69526,22671,CHALMERS,"2745 W Roosevelt Rd, Chicago, IL 60608",(773)534-1720,AUSL,ES,6,2,I,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,7,7,AUSL
609852,41.975922,-87.683264,22681,CHAPPELL,"2135 W Foster Ave, Chicago, IL 60625",(773)534-2390,NETWORK 2,ES,6,7,C,2,4,C,2,2,S,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,13,10,NETWORK 02
609853,41.917971,-87.694586,22701,CHASE,"2021 N Point St, Chicago, IL 60647",(773)534-4185,NETWORK 4,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,11,11,NETWORK 04
609854,41.896685,-87.688936,22721,CHOPIN,"2450 W Rice St, Chicago, IL 60622",(773)534-4080,NETWORK 5,ES,6,5,I,2,3,C,2,5,C,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,15,10,NETWORK 05
609855,41.801659,-87.68557,30031,CHRISTOPHER,"5042 S Artesian Ave, Chicago, IL 60632",(773)535-9375,NETWORK 8,ES,6,6,S,2,2,S,2,4,C,0,0,,1,3,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,15,11,NETWORK 08
609856,41.654558,-87.54465,22731,CLAY,"13231 S Burley Ave, Chicago, IL 60633",(773)535-5600,NETWORK 13,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,11,11,NETWORK 13
609857,41.95207,-87.706443,22741,CLEVELAND,"3121 W Byron St, Chicago, IL 60618",(773)534-5130,NETWORK 1,ES,6,5,I,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,11,10,NETWORK 01
609859,41.992542,-87.698323,22751,CLINTON,"6110 N Fairfield Ave, Chicago, IL 60659",(773)534-2025,NETWORK 2,ES,6,4,I,2,2,S,2,4,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,11,9,NETWORK 02
609861,41.692999,-87.680896,22761,CLISSOLD,"2350 W 110th Pl, Chicago, IL 60643",(773)535-2560,NETWORK 10,ES,6,6,S,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,10,NETWORK 10
609862,41.741413,-87.566006,22771,COLES,"8441 S Yates Blvd, Chicago, IL 60617",(773)535-6550,NETWORK 12,ES,6,4,I,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,10,9,NETWORK 12
609863,41.899565,-87.681975,22791,COLUMBUS,"1003 N Leavitt St, Chicago, IL 60622",(773)534-4350,NETWORK 5,ES,6,8,C,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,14,11,NETWORK 05
609864,41.745238,-87.659738,22801,COOK,"8150 S Bishop St, Chicago, IL 60620",(773)535-3315,NETWORK 11,ES,6,7,C,2,4,C,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,11,15,11,NETWORK 11
609865,42.017087,-87.677726,22811,JORDAN,"7414 N Wolcott Ave, Chicago, IL 60626",(773)534-2220,NETWORK 2,ES,6,2,I,2,2,S,2,2,S,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,8,7,NETWORK 02
609866,41.955554,-87.683729,22821,COONLEY,"4046 N Leavitt St, Chicago, IL 60618",(773)534-5140,NETWORK 2,ES,6,9,C,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,14,11,NETWORK 02
609867,41.856004,-87.667226,22831,COOPER,"1624 W 19th St, Chicago, IL 60608",(773)534-7205,NETWORK 7,ES,6,7,C,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,12,11,NETWORK 07
609869,41.784681,-87.657133,22841,LANGFORD,"6010 S Throop St, Chicago, IL 60636",(773)535-9180,NETWORK 11,ES,6,4,I,2,2,S,2,2,S,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,8,8,NETWORK 11
609870,41.845603,-87.731156,22851,CORKERY,"2510 S Kildare Ave, Chicago, IL 60623",(773)534-1650,NETWORK 7,ES,6,6,S,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,10,10,NETWORK 07
609871,41.688163,-87.685676,26731,VICK,"2554 W 113th St, Chicago, IL 60655",(773)535-2671,NETWORK 10,ES,4,0,I,2,0,I,2,0,I,0,0,,0,0,,2,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,NETWORK 10
609872,41.856056,-87.657981,22861,PEREZ,"1241 W 19th St, Chicago, IL 60608",(773)534-7650,NETWORK 7,ES,6,8,C,2,6,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,17,11,NETWORK 07
609873,41.852664,-87.712433,31041,CROWN,"2128 S Saint Louis Ave, Chicago, IL 60623",(773)534-1680,OS4,ES,6,2,I,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,6,OS4
609874,41.973742,-87.841042,22871,DIRKSEN,"8601 W Foster Ave, Chicago, IL 60656",(773)534-1090,NETWORK 1,ES,6,7,C,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,12,11,NETWORK 01
609875,41.923295,-87.705412,22881,DARWIN,"3116 W Belden Ave, Chicago, IL 60647",(773)534-4110,NETWORK 4,ES,6,9,C,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,15,11,NETWORK 04
609876,41.821824,-87.700201,22891,"DAVIS, N","3014 W 39th Pl, Chicago, IL 60632",(773)535-4540,NETWORK 8,ES,6,12,C,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,18,11,NETWORK 08
609879,41.74505,-87.717353,22901,DAWES,"3810 W 81st Pl, Chicago, IL 60652",(773)535-2350,NETWORK 10,ES,6,6,S,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,12,11,NETWORK 10
609880,42.009288,-87.704582,29031,DECATUR,"7030 N Sacramento Ave, Chicago, IL 60645",(773)534-2201,NETWORK 2,ES,6,7,C,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,11,NETWORK 02
609883,41.762491,-87.623308,22931,DENEEN,"7240 S Wabash Ave, Chicago, IL 60619",(773)535-3035,AUSL,ES,6,7,C,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,12,11,AUSL
609884,41.942552,-87.813095,22941,DEVER,"3436 N Osceola Ave, Chicago, IL 60634",(773)534-3090,NETWORK 1,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,11,NETWORK 01
609885,41.795645,-87.642688,22951,DEWEY,"5415 S Union Ave, Chicago, IL 60609",(773)535-1666,AUSL,ES,6,5,I,2,0,I,2,2,S,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,8,7,AUSL
609887,41.74367,-87.609942,22971,DIXON,"8306 S Saint Lawrence Ave, Chicago, IL 60619",(773)535-3834,NETWORK 12,ES,6,7,C,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,12,11,NETWORK 12
609888,41.889287,-87.705062,22981,DODGE,"431 N Troy St, Chicago, IL 60612",(773)534-6640,AUSL,ES,2,2,S,2,3,C,2,2,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,2,S,3,9,8,AUSL
609891,41.831147,-87.612959,22991,DOOLITTLE,"535 E 35th St, Chicago, IL 60653",(773)535-1040,NETWORK 9,ES,6,4,I,2,1,I,2,1,I,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,6,6,NETWORK 09
609893,41.780955,-87.787568,23001,DORE,"6108 S Natoma Ave, Chicago, IL 60638",(773)535-2080,NETWORK 10,ES,6,8,C,2,0,I,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,12,9,NETWORK 10
609894,41.844044,-87.628517,23011,DRAKE,"2710 S Dearborn St, Chicago, IL 60616",(773)534-9129,NETWORK 9,ES,6,4,I,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,8,8,NETWORK 09
609895,41.725598,-87.630131,29041,TURNER-DREW,"9300 S Princeton Ave, Chicago, IL 60620",(773)535-5720,NETWORK 11,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,11,11,NETWORK 11
609896,41.915941,-87.674495,23021,DRUMMOND,"1845 W Cortland St, Chicago, IL 60622",(773)534-4120,NETWORK 6,ES,6,11,C,2,1,I,2,1,I,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,8,NETWORK 06
609897,41.781198,-87.675547,23031,EARLE,"2040 W 62nd St, Chicago, IL 60636",(773)535-9130,NETWORK 11,ES,6,16,C,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,20,10,NETWORK 11
609898,41.774393,-87.707952,23041,EBERHART,"3400 W 65th Pl, Chicago, IL 60629",(773)535-9190,NETWORK 10,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,11,11,NETWORK 10
609899,42.004381,-87.811168,23051,EBINGER,"7350 W Pratt Ave, Chicago, IL 60631",(773)534-1070,NETWORK 1,ES,6,11,C,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,17,11,NETWORK 01
609900,41.685391,-87.621652,23061,CURTIS,"32 E 115th St, Chicago, IL 60628",(773)535-5050,AUSL,ES,6,4,I,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,9,9,AUSL
609901,41.999414,-87.76186,23071,EDGEBROOK,"6525 N Hiawatha Ave, Chicago, IL 60646",(773)534-1194,NETWORK 1,ES,6,5,I,2,0,I,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,8,NETWORK 01
609902,41.669443,-87.634342,31061,METCALFE,"12339 S Normal Ave, Chicago, IL 60628",(773)535-5590,NETWORK 13,ES,6,3,I,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,7,7,NETWORK 13
609903,41.805541,-87.725893,23081,EDWARDS,"4815 S Karlov Ave, Chicago, IL 60632",(773)535-4875,NETWORK 8,ES,6,8,C,2,2,S,2,3,C,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,15,11,NETWORK 08
609904,41.885529,-87.766626,23101,ELLINGTON,"243 N Parkside Ave, Chicago, IL 60644",(773)534-6361,NETWORK 3,ES,6,6,S,2,4,C,2,4,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,15,11,NETWORK 03
609907,41.875718,-87.715792,29051,ERICSON,"3600 W 5th Ave,, Chicago, IL 60624",(773)534-6660,OS4,ES,6,7,C,2,3,C,2,4,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,15,11,OS4
609908,41.689445,-87.669144,23131,ESMOND,"1865 W Montvale, Chicago, IL 60643",(773)535-2650,OS4,ES,6,5,I,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,9,9,OS4
609909,41.831555,-87.681347,23141,EVERETT,"3419 S Bell Ave, Chicago, IL 60608",(773)535-4550,NETWORK 8,ES,6,7,C,2,2,S,2,4,C,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,15,11,NETWORK 08
609910,41.935785,-87.749294,23151,FALCONER,"3020 N Lamon Ave, Chicago, IL 60641",(773)534-3560,NETWORK 3,ES,6,2,I,2,1,I,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,7,6,NETWORK 03
609912,41.97979,-87.766035,23161,FARNSWORTH,"5414 N Linder Ave, Chicago, IL 60630",(773)534-3535,NETWORK 1,ES,6,6,S,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,12,11,NETWORK 01
609917,41.711183,-87.64045,23201,FERNWOOD,"10041 S Union Ave, Chicago, IL 60628",(773)535-2700,NETWORK 13,ES,6,6,S,2,0,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,10,9,NETWORK 13
609918,42.009663,-87.670022,23211,FIELD,"7019 N Ashland Ave, Chicago, IL 60626",(773)534-2030,NETWORK 2,ES,6,6,S,2,5,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,14,11,NETWORK 02
609919,41.785183,-87.608596,23221,FISKE,"6020 S Langley Ave, Chicago, IL 60637",(773)535-0990,NETWORK 9,ES,6,5,I,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,10,10,NETWORK 09
609920,41.850771,-87.705149,29071,KANOON,"2233 S Kedzie Ave, Chicago, IL 60623",(773)534-1736,NETWORK 7,ES,6,7,C,2,0,I,2,2,S,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,11,9,NETWORK 07
609921,41.847923,-87.69663,23231,TELPOCHCALLI,"2832 W 24th Blvd, Chicago, IL 60623",(773)534-1402,OS4,ES,4,3,I,0,0,,4,4,S,0,0,,0,0,,2,2,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,9,9,OS4
609922,41.920483,-87.758213,26772,BELMONT-CRAGIN,"5252 W Palmer St, Chicago, IL 60639",(773)534-2900,NETWORK 3,ES,6,12,C,2,4,C,2,4,C,0,0,,1,3,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,23,11,NETWORK 03
609924,41.729672,-87.655518,23241,FORT DEARBORN,"9025 S Throop St, Chicago, IL 60620",(773)535-2680,NETWORK 11,ES,6,11,C,2,2,S,2,4,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,18,11,NETWORK 11
609925,41.871179,-87.700856,23251,KELLMAN,"751 S Sacramento Blvd, Chicago, IL 60612",(773)534-6602,NETWORK 5,ES,6,3,I,2,2,S,2,2,S,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,7,7,NETWORK 05
609926,41.906627,-87.635514,29081,FRANKLIN,"225 W Evergreen Ave, Chicago, IL 60610",(773)534-8510,NETWORK 4,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,11,11,NETWORK 04
609927,41.738426,-87.668063,23261,FOSTER PARK,"8530 S Wood St, Chicago, IL 60620",(773)535-2725,NETWORK 11,ES,6,5,I,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10,10,10,NETWORK 11
609928,41.818004,-87.611747,23271,FULLER,"4214 S Saint Lawrence Ave, Chicago, IL 60653",(773)535-1687,AUSL,ES,6,9,C,2,2,S,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,15,11,AUSL
609929,41.797581,-87.668399,23281,FULTON,"5300 S Hermitage Ave, Chicago, IL 60609",(773)535-9000,NETWORK 11,ES,6,4,I,2,1,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,8,8,NETWORK 11
609930,41.917617,-87.716855,23291,FUNSTON,"2010 N Central Park, Chicago, IL 60647",(773)534-4125,NETWORK 4,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,11,11,NETWORK 04
609933,42.021118,-87.671937,31081,GALE,"1631 W Jonquil Ter, Chicago, IL 60626",(773)534-2100,NETWORK 2,ES,6,3,I,2,2,S,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,9,8,NETWORK 02
609935,41.706801,-87.535212,29091,GALLISTEL,"10347 S Ewing Ave, Chicago, IL 60617",(773)535-6540,NETWORK 13,ES,6,5,I,2,4,C,2,2,S,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,13,10,NETWORK 13
609937,41.976352,-87.796272,23301,GARVY,"5225 N Oak Park Ave, Chicago, IL 60656",(773)534-1185,NETWORK 1,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,11,11,NETWORK 01
609938,41.837038,-87.718696,23311,GARY,"3740 W 31st St, Chicago, IL 60623",(773)534-1455,NETWORK 7,ES,6,9,C,2,6,C,2,2,S,0,0,,1,3,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,20,11,NETWORK 07
609939,41.725332,-87.623756,23321,GILLESPIE,"9301 S State St, Chicago, IL 60619",(773)535-5065,NETWORK 12,ES,6,3,I,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,9,8,NETWORK 12
609941,41.760615,-87.675929,29111,RANDOLPH,"7316 S Hoyne Ave, Chicago, IL 60636",(773)535-9015,NETWORK 11,ES,6,1,I,2,1,I,2,2,S,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,4,4,NETWORK 11
